x,y,z,t,d,dx,dy,dz,eta
-0.0043287183,0.0025009773,0.0491888644,0.0025,2.2360679974298137e-10,2.000000026702864e-10,-1.000000013351432e-10,0,-2.2320091434824274e-10
-0.0045834758,-0.0019978519,0.0009577168,0.0025,1.6541045624762774e-05,-1.5117600014491472e-05,-6.7129999479220714e-06,0,1.654065959860295e-05
-0.0043285199,-0.0025011947,0.0008152146,0.0025,1.3885422958992422e-05,-1.2030500329274219e-05,-6.9334000727394596e-06,0,1.3885413754070874e-05
-0.0045654235,-0.0020374954,0.0492573036,0.0025,2.2360679974298137e-10,2.000000026702864e-10,1.000000013351432e-10,0,-2.2339151362071874e-10
-0.0045663474,0.0020356893,0.0007414236,0.0025,1.2246636288182344e-05,-1.122150024457369e-05,4.904899924440542e-06,0,1.2246312395645421e-05
-0.0020740728,-0.0045467882,0.0007584565,0.0025,1.2653525118366815e-05,-5.353800133889308e-06,-1.1465100214991253e-05,0,1.2653024407918885e-05
-0.0020737494,0.0045469519,0.0492444325,0.0025,2.2360679974298137e-10,1.000000013351432e-10,-2.000000026702864e-10,0,-2.234638932230304e-10
0.0043479557,-0.0024646585,0.0487488282,0.0025,5.385164536519937e-10,-4.999999858590343e-10,2.000000026702864e-10,0,-5.336032908934141e-10
0.0024675038,0.0043464987,0.0487457688,0.0025,4.4721359948596273e-10,-2.000000026702864e-10,-4.000000053405728e-10,0,-4.465931270625223e-10
0.0043461675,0.0024681733,0.0012526999,0.0025,2.242282971565146e-05,1.962019996426534e-05,1.0855000255105551e-05,0,2.242144428257417e-05
0.0024630794,-0.0043487467,0.0012528781,0.0025,2.243697781523224e-05,1.0917299732682295e-05,-1.9601800886448473e-05,0,2.2436404016859708e-05
-0.0019798683,0.0045903585,0.0014023881,0.0025,2.5446504878345877e-05,-1.017219983623363e-05,2.3324899302679114e-05,0,2.5446298403535537e-05
-0.0045892532,-0.0019828027,0.0014029165,0.0025,2.576401129772421e-05,-2.364730062254239e-05,-1.022689957608236e-05,0,2.576400972332301e-05
-0.0019818421,-0.0045896147,0.0485969559,0.0025,5.385164536519937e-10,2.000000026702864e-10,4.999999858590343e-10,0,-5.383184800700214e-10
-0.0045899874,0.0019808586,0.0485957094,0.0025,5.830951832486164e-10,4.999999858590343e-10,-2.999999970665357e-10,0,-5.779452185925016e-10
0.0019964,-0.0045842,0.0014339,0.0025,2.620421400933992e-05,1.0372999895480461e-05,-2.40637000388233e-05,0,2.6204031697346294e-05
0.0045842,0.0019964,0.0014339,0.0025,2.6259240257786587e-05,2.4165599825209938e-05,1.0274799933540635e-05,0,2.6258252094907807e-05
0.0019964,0.0045842,0.0485661,0.0025,5.385164536519937e-10,-2.000000026702864e-10,-4.999999858590343e-10,0,-5.382705895590201e-10
0.0045842,-0.0019964,0.0485661,0.0025,5.385164536519937e-10,-4.999999858590343e-10,2.000000026702864e-10,0,-5.382705895590201e-10
0.0015867737,0.0047397128,0.0004678306,0.0025,7.154876584536396e-06,2.267400077471393e-06,6.78610012982972e-06,0,7.154875123942597e-06
0.0015926306,-0.0047374608,0.0495274132,0.0025,1.414213607331405e-10,-1.000000013351432e-10,1.000000013351432e-10,0,-1.26652481037548e-10
0.0047379358,0.0015915212,0.049528589,0.0025,1.000000013351432e-10,-1.000000013351432e-10,0.0,0,-9.479479180785066e-11
0.0047379205,-0.001591565,0.0004727915,0.0025,7.3352221079403535e-06,6.960900009289617e-06,-2.3133000013331184e-06,0,7.335184010587824e-06
